score
1.240457E1
1.240457E1
1.262521E1
1.239508E1
1.213463E1
1.213463E1
1.222523E1
1.222523E1
1.222523E1
1.293504E1
1.293504E1
1.196943E1
1.187992E1
1.1486E1
1.157208E1
1.157208E1
1.165376E1
1.177903E1
1.177903E1
1.124343E1
1.094964E1
1.075551E1
1.073644E1
1.06927E1
1.085831E1
1.10193E1
1.113496E1
1.113496E1
1.081024E1
1.087779E1
1.087779E1
1.10302E1
1.10302E1
1.093375E1
1.100421E1
1.127639E1
1.04819E1
1.025857E1
1.043054E1
1.043054E1
1.034341E1
1.034341E1
1.034341E1
1.026995E1
1.026995E1
1.024117E1
1.024117E1
1.030478E1
1.033223E1
1.033223E1
1.033223E1
1.028892E1
1.068875E1
1.068875E1
1.076583E1
1.076583E1
1.00116E1
9.974858E0
9.974858E0
9.974858E0
9.804408E0
9.804408E0
9.804408E0
1.010238E1
1.010238E1
1.0313E1
1.0313E1
1.0313E1
1.044663E1
1.044663E1
1.044663E1
1.071381E1
1.071381E1
1.146804E1
1.152779E1
1.112797E1
1.112797E1
1.153356E1
1.146996E1
1.146996E1
1.184699E1
1.198118E1
1.198118E1
1.178415E1
1.257864E1
1.276177E1
1.244878E1
1.242521E1
1.312752E1
1.280093E1
1.301412E1
1.425524E1
1.385203E1
1.089172E1
1.279754E1
1.282324E1
1.283541E1
1.311711E1
1.263304E1
1.260843E1
1.350152E1
1.374608E1
1.402619E1
1.370113E1
1.416167E1
1.428093E1
1.55453E1
1.598797E1
1.504494E1
1.481741E1
1.563293E1
1.465118E1
1.433669E1
1.461542E1
1.483503E1
1.463606E1
1.419432E1
1.490002E1
1.534497E1
1.492738E1
1.565975E1
1.598349E1
1.543435E1
1.560399E1
1.566366E1
1.61768E1
1.589398E1
1.596739E1
1.611341E1
1.62902E1
1.719779E1
1.725135E1
1.676721E1
1.650463E1
1.629728E1
1.638148E1
1.637406E1
1.619193E1
1.64645E1
1.63296E1
1.63002E1
1.679015E1
1.596586E1
1.64365E1
1.6717E1
1.712022E1
1.642913E1
1.609501E1
1.69034E1
1.660966E1
1.662581E1
1.674951E1
1.744429E1
1.674215E1
1.63089E1
1.683641E1
1.632876E1
1.609811E1
1.664546E1
1.591428E1
1.588638E1
1.581041E1
1.581268E1
1.629843E1
1.56845E1
1.610676E1
1.540528E1
1.545342E1
1.58498E1
1.593971E1
1.593971E1
1.610098E1
1.559935E1
1.559729E1
1.559729E1
1.592091E1
1.550929E1
1.47445E1
1.454511E1
1.454511E1
1.471762E1
1.494821E1
1.496546E1
1.526646E1
1.487007E1
1.573312E1
1.523004E1
1.464488E1
1.478578E1
1.486116E1
1.48589E1
1.548017E1
1.49424E1
1.531796E1
1.581585E1
1.544903E1
1.513722E1
1.585574E1
1.585345E1
1.515176E1
1.54746E1
1.616798E1
1.53022E1
1.626245E1
1.684033E1
1.73394E1
1.764872E1
1.695887E1
1.71529E1
1.852559E1
1.875408E1
1.900609E1
1.93654E1
1.820711E1
2.123113E1
2.163299E1
2.227921E1
2.185694E1
2.230454E1
2.219976E1
2.309181E1
2.309181E1
2.344412E1
2.427671E1
2.459671E1
2.459671E1
2.474522E1
2.524836E1
2.460282E1
2.513003E1
2.523843E1
2.565602E1
2.445519E1
2.506036E1
2.506036E1
2.403537E1
2.43345E1
2.47582E1
2.406272E1
2.46059E1
2.460591E1
2.444825E1
2.444825E1
2.401185E1
2.345753E1
2.344383E1
2.344383E1
2.335753E1
2.335753E1
2.236748E1
2.219149E1
2.219149E1
2.111651E1
2.141234E1
2.141234E1
2.072552E1
2.072552E1
2.155234E1
2.09247E1
2.09247E1
2.015037E1
1.932735E1
1.932735E1
1.932735E1
1.819662E1
1.819662E1
1.819662E1
1.706542E1
1.706542E1
1.706542E1
1.663701E1
1.663701E1
1.663701E1
1.577367E1
1.577367E1
1.577367E1
1.510213E1
1.514332E1
1.591765E1
1.438243E1
1.438243E1
1.40866E1
1.340674E1
1.358273E1
1.39016E1
1.262272E1
1.263643E1
1.263643E1
1.293911E1
1.250271E1
1.248901E1
1.289224E1
1.257338E1
1.239739E1
1.218685E1
1.301367E1
1.223935E1
1.18716E1
1.244787E1
1.184806E1
1.175854E1
1.198679E1
1.225153E1
1.205968E1
1.180887E1
1.131779E1
1.131779E1
1.135376E1
1.085345E1
1.103329E1
1.152069E1
1.064132E1
1.052515E1
1.077142E1
1.154334E1
1.067803E1
1.111843E1
1.116241E1
1.024473E1
1.008416E1
1.073915E1
1.073915E1
1.048736E1
1.108627E1
1.083266E1
1.060933E1
1.060933E1
1.060933E1
1.065638E1
1.054879E1
1.087701E1
1.08753E1
1.08753E1
1.084653E1
1.084653E1
1.058607E1
1.075632E1
1.075632E1
1.075632E1
1.071301E1
1.071301E1
1.071301E1
1.138242E1
1.138242E1
1.138242E1
1.134568E1
1.134568E1
1.134568E1
1.117523E1
1.117523E1
1.117523E1
1.14732E1
1.14732E1
1.168382E1
1.168382E1
1.168382E1
1.181745E1
1.181745E1
1.181745E1
1.208464E1
1.208464E1
1.208464E1
1.214903E1
1.214903E1
1.155206E1
1.181486E1
1.181486E1
1.181486E1
1.212015E1
1.212015E1
1.23806E1
1.235554E1
1.235554E1
1.27144E1
1.238618E1
1.249377E1
1.287137E1
1.287137E1
1.287137E1
1.38305E1
1.323159E1
1.061494E1
1.244909E1
1.254556E1
1.246035E1
1.252094E1
1.317519E1
1.289696E1
1.445388E1
1.381725E1
1.342617E1
1.483928E1
1.435188E1
1.428435E1
1.562986E1
1.558897E1
1.5553E1
1.555334E1
1.532463E1
1.544178E1
1.512604E1
1.477771E1
1.438155E1
1.483165E1
1.459436E1
1.515521E1
1.534515E1
1.459736E1
1.539248E1
1.548204E1
1.548577E1
1.565542E1
1.598974E1
1.582376E1
1.647449E1
1.700423E1
1.685963E1
1.64051E1
1.668856E1
1.644486E1
1.670513E1
1.696413E1
1.654345E1
1.608207E1
1.654305E1
1.637262E1
1.684689E1
1.687022E1
1.647169E1
1.69164E1
1.692112E1
1.730044E1
1.703135E1
1.704602E1
1.649337E1
1.649564E1
1.70736E1
1.684829E1
1.636701E1
1.650231E1
1.652681E1
1.631224E1
1.639726E1
1.681338E1
1.661891E1
1.565179E1
1.531983E1
1.562152E1
1.566748E1
1.51272E1
1.615947E1
1.602979E1
1.610367E1
1.577878E1
1.507518E1
1.556555E1
1.506274E1
1.515264E1
1.517553E1
1.517553E1
1.540194E1
1.540194E1
1.48365E1
1.479585E1
1.560139E1
1.523678E1
1.504804E1
1.474214E1
1.499131E1
1.424724E1
1.470861E1
1.534053E1
1.485016E1
1.462465E1
1.52476E1
1.50931E1
1.502879E1
1.428975E1
1.483003E1
1.518668E1
1.513305E1
1.549348E1
1.62557E1
1.560396E1
1.601841E1
1.591313E1
1.584407E1
1.586927E1
1.704028E1
1.673908E1
1.694766E1
1.783861E1
1.77925E1
1.754321E1
1.808694E1
1.835713E1
1.846156E1
1.949981E1
1.869087E1
1.866935E1
1.917218E1
1.912399E1
2.121728E1
2.211678E1
2.258185E1
2.234392E1
2.301088E1
2.275363E1
2.373337E1
2.372031E1
2.308929E1
2.396514E1
2.405235E1
2.434428E1
2.508365E1
2.509069E1
2.522825E1
2.536745E1
2.529833E1
2.508893E1
2.502943E1
2.502943E1
2.488341E1
2.483296E1
2.419226E1
2.423403E1
2.4897E1
2.49109E1
2.448864E1
2.433098E1
2.42262E1
2.441892E1
2.38646E1
2.38646E1
2.418172E1
2.349726E1
2.349726E1
2.314608E1
2.314608E1
2.281235E1
2.224051E1
2.174736E1
2.159497E1
2.090815E1
2.101655E1
2.101655E1
2.038891E1
2.080649E1
2.080649E1
1.897892E1
1.960638E1
1.95841E1
1.849456E1
1.849456E1
1.830681E1
1.71756E1
1.687429E1
1.687429E1
1.674501E1
1.674501E1
1.674501E1
1.588167E1
1.630537E1
1.630537E1
1.486592E1
1.563383E1
1.521013E1
1.450174E1
1.420261E1
1.450392E1
1.382406E1
1.401181E1
1.401181E1
1.338858E1
1.276113E1
1.376568E1
1.449548E1
1.349093E1
1.40961E1
1.386598E1
1.367822E1
1.367604E1
1.316967E1
1.359337E1
1.336864E1
1.272566E1
1.304209E1
1.304209E1
1.250247E1
1.313584E1
1.238339E1
1.350604E1
1.273172E1
1.249427E1
1.247073E1
1.269897E1
1.29275E1
1.273566E1
1.248484E1
1.214628E1
1.218225E1
1.197574E1
1.227124E1
1.227124E1
1.275864E1
1.280262E1
1.196699E1
1.169024E1
1.193651E1
1.259277E1
1.266323E1
1.179792E1
1.223832E1
1.201499E1
1.157459E1
1.157459E1
1.162163E1
1.248695E1
1.248695E1
1.248524E1
1.248524E1
1.18002E1
1.18002E1
1.155393E1
1.172418E1
1.172418E1
1.172418E1
1.179704E1
1.179704E1
1.179704E1
1.270511E1
1.270511E1
1.270511E1
1.266837E1
1.266837E1
1.266837E1
1.249792E1
1.201052E1
1.201052E1
1.23085E1
1.23085E1
1.251911E1
1.251911E1
1.251911E1
1.24729E1
1.24729E1
1.24729E1
1.274009E1
1.274009E1
1.293721E1
1.3011E1
1.3011E1
1.3011E1
1.327379E1
1.323782E1
1.323782E1
1.35431E1
1.35431E1
1.383793E1
1.381287E1
1.381287E1
1.442254E1
1.442254E1
1.461439E1
1.499199E1
1.446966E1
1.424141E1
1.494694E1
1.559587E1
1.33429E1
1.381535E1
1.340256E1
1.390692E1
1.449602E1
1.411499E1
1.470721E1
1.490632E1
1.530517E1
1.530517E1
1.577288E1
1.495147E1
1.571938E1
