Dia del ano,Minuto,Temperatura,Dia de la semana,Radiacion
153,845,17.693333333333335,4,784.35140026653971
153,850,17.71666666666667,4,775.67219004789365
153,855,17.740000000000002,4,766.48278471445337
153,860,17.763333333333335,4,756.78603800070732
153,865,17.78666666666667,4,746.58489384923246
153,870,17.810000000000002,4,735.88237566269072
153,875,17.833333333333332,4,724.68155963418258
153,880,17.856666666666666,4,712.98556733170517
153,885,17.88,4,700.79753257848029
153,890,17.903333333333332,4,688.12059042808187
153,895,17.926666666666666,4,674.95783775878795
153,900,17.95,4,661.31231746461083
153,905,17.85333333333333,4,647.18697342986843
153,910,17.756666666666668,4,632.58461891989214
153,915,17.66,4,617.50790197788854
153,920,17.563333333333333,4,601.95924628727107
153,925,17.466666666666665,4,585.94081728536071
153,930,17.369999999999997,4,569.45445045833515
153,935,17.273333333333333,4,552.5016085959262
153,940,17.176666666666666,4,535.08329969867725
153,945,17.08,4,517.20002735382764
153,950,16.983333333333334,4,498.85170540433126
153,955,16.886666666666667,4,480.03759792591006
153,960,16.79,4,460.75626898875572
153,965,16.616666666666667,4,441.0055257266697
153,970,16.44333333333333,4,420.78243556222685
153,975,16.27,4,400.08336392343017
153,980,16.096666666666668,4,378.90415958434568
153,985,15.923333333333334,4,357.24046842095038
153,990,15.75,4,335.08837142438142
153,995,15.576666666666666,4,312.44542944514984
153,1000,15.403333333333334,4,289.31247721075437
153,1005,15.23,4,265.69657093973171
153,1010,15.056666666666667,4,241.61574337970069
153,1015,14.883333333333335,4,217.10672942614428
153,1020,14.71,4,192.23725073408397
153,1025,14.575000000000001,4,167.12550063441824
153,1030,14.440000000000001,4,141.97028439868873
153,1035,14.305,4,117.09614406327017
153,1040,14.17,4,93.01604802072012
153,1045,14.035,4,70.505665866377967
153,1050,13.9,4,50.656790891789655
153,1055,13.765,4,34.823233522676134
153,1060,13.63,4,24.313451477384039
153,1065,13.495000000000001,4,19.362120294267058
153,1070,13.36,4,0.0
153,1075,13.225,4,0.0
153,1080,13.09,4,0.0
153,1085,13.038333333333334,4,0.0
153,1090,12.986666666666666,4,0.0
153,1095,12.935,4,0.0
153,1100,12.883333333333333,4,0.0
153,1105,12.831666666666667,4,0.0
153,1110,12.780000000000001,4,0.0
153,1115,12.728333333333333,4,0.0
153,1120,12.676666666666668,4,0.0
153,1125,12.625,4,0.0
153,1130,12.573333333333334,4,0.0
153,1135,12.521666666666667,4,0.0
153,1140,12.47,4,0.0
153,1145,12.400833333333335,4,0.0
153,1150,12.331666666666667,4,0.0
153,1155,12.262500000000001,4,0.0
153,1160,12.193333333333333,4,0.0
153,1165,12.124166666666667,4,0.0
153,1170,12.055,4,0.0
153,1175,11.985833333333334,4,0.0
153,1180,11.916666666666668,4,0.0
153,1185,11.8475,4,0.0
153,1190,11.778333333333334,4,0.0
153,1195,11.709166666666667,4,0.0
153,1200,11.64,4,0.0
153,1205,11.613333333333333,4,0.0
153,1210,11.586666666666668,4,0.0
153,1215,11.56,4,0.0
153,1220,11.533333333333333,4,0.0
153,1225,11.506666666666668,4,0.0
153,1230,11.48,4,0.0
153,1235,11.453333333333333,4,0.0
153,1240,11.426666666666668,4,0.0
153,1245,11.4,4,0.0
153,1250,11.373333333333333,4,0.0
153,1255,11.346666666666668,4,0.0
153,1260,11.32,4,0.0
153,1265,11.308333333333334,4,0.0
153,1270,11.296666666666667,4,0.0
153,1275,11.285,4,0.0
153,1280,11.273333333333333,4,0.0
153,1285,11.261666666666667,4,0.0
153,1290,11.25,4,0.0
153,1295,11.238333333333333,4,0.0
153,1300,11.226666666666667,4,0.0
153,1305,11.215,4,0.0
153,1310,11.203333333333333,4,0.0
153,1315,11.191666666666666,4,0.0
153,1320,11.18,4,0.0
153,1325,11.179166666666667,4,0.0
153,1330,11.178333333333333,4,0.0
153,1335,11.1775,4,0.0
153,1340,11.176666666666666,4,0.0
153,1345,11.175833333333333,4,0.0
153,1350,11.175,4,0.0
153,1355,11.174166666666666,4,0.0
153,1360,11.173333333333334,4,0.0
153,1365,11.1725,4,0.0
153,1370,11.171666666666667,4,0.0
153,1375,11.170833333333333,4,0.0
153,1380,11.17,4,0.0
153,1385,11.204166666666666,4,0.0
153,1390,11.238333333333333,4,0.0
153,1395,11.2725,4,0.0
153,1400,11.306666666666667,4,0.0
153,1405,11.340833333333332,4,0.0
153,1410,11.375,4,0.0
153,1415,11.409166666666668,4,0.0
153,1420,11.443333333333333,4,0.0
153,1425,11.4775,4,0.0
153,1430,11.511666666666667,4,0.0
153,1435,11.545833333333334,4,0.0
154,0,11.58,5,0.0
154,5,11.530833333333334,5,0.0
154,10,11.481666666666667,5,0.0
154,15,11.432500000000001,5,0.0
154,20,11.383333333333333,5,0.0
154,25,11.334166666666667,5,0.0
154,30,11.285,5,0.0
154,35,11.235833333333334,5,0.0
154,40,11.186666666666667,5,0.0
154,45,11.1375,5,0.0
154,50,11.088333333333333,5,0.0
154,55,11.039166666666667,5,0.0
154,60,10.99,5,0.0
154,65,10.930833333333334,5,0.0
154,70,10.871666666666666,5,0.0
154,75,10.8125,5,0.0
154,80,10.753333333333334,5,0.0
154,85,10.694166666666666,5,0.0
154,90,10.635,5,0.0
154,95,10.575833333333334,5,0.0
154,100,10.516666666666666,5,0.0
154,105,10.4575,5,0.0
154,110,10.398333333333333,5,0.0
154,115,10.339166666666666,5,0.0
154,120,10.28,5,0.0
154,125,10.233333333333333,5,0.0
154,130,10.186666666666666,5,0.0
154,135,10.14,5,0.0
154,140,10.093333333333334,5,0.0
154,145,10.046666666666667,5,0.0
154,150,10.0,5,0.0
154,155,9.953333333333333,5,0.0
154,160,9.906666666666666,5,0.0
154,165,9.86,5,0.0
154,170,9.813333333333334,5,0.0
154,175,9.766666666666667,5,0.0
154,180,9.72,5,0.0
154,185,9.695,5,0.0
154,190,9.67,5,0.0
154,195,9.645,5,0.0
154,200,9.620000000000001,5,0.0
154,205,9.595,5,0.0
154,210,9.57,5,0.0
154,215,9.545,5,0.0
154,220,9.52,5,0.0
154,225,9.495000000000001,5,0.0
154,230,9.47,5,0.0
154,235,9.445,5,0.0
154,240,9.42,5,0.0
154,245,9.406666666666666,5,0.0
154,250,9.393333333333333,5,0.0
154,255,9.379999999999999,5,0.0
154,260,9.366666666666667,5,0.0
154,265,9.353333333333333,5,0.0
154,270,9.34,5,0.0
154,275,9.326666666666666,5,0.0
154,280,9.313333333333333,5,0.0
154,285,9.3,5,0.0
154,290,9.286666666666667,5,0.0
154,295,9.273333333333333,5,0.0
154,300,9.26,5,0.0
154,305,9.26,5,0.0
154,310,9.26,5,0.0
154,315,9.26,5,0.0
154,320,9.26,5,0.0
154,325,9.26,5,0.0
154,330,9.26,5,0.0
154,335,9.26,5,0.0
154,340,9.26,5,0.0
154,345,9.26,5,0.0
154,350,9.26,5,0.0
154,355,9.26,5,0.0
154,360,9.26,5,0.0
154,365,9.280833333333334,5,0.0
154,370,9.301666666666666,5,0.0
154,375,9.3225,5,0.0
154,380,9.343333333333334,5,0.0
154,385,9.364166666666666,5,0.0
154,390,9.385,5,0.0
154,395,9.405833333333334,5,0.0
154,400,9.426666666666666,5,0.0
154,405,9.4475,5,0.0
154,410,9.468333333333334,5,0.0
154,415,9.489166666666666,5,0.0
154,420,9.51,5,0.0
154,425,9.544166666666666,5,0.0
154,430,9.578333333333333,5,0.0
154,435,9.6125,5,0.0
154,440,9.646666666666667,5,0.0
154,445,9.680833333333332,5,0.0
154,450,9.715,5,0.0
154,455,9.749166666666667,5,0.0
154,460,9.783333333333333,5,0.0
154,465,9.817499999999999,5,18.311700043941428
154,470,9.851666666666667,5,22.553614604108422
154,475,9.885833333333334,5,31.754094364205308
154,480,9.92,5,46.379910031988608
154,485,9.983333333333333,5,65.08625692016895
154,490,10.046666666666667,5,86.571745432934762
154,495,10.11,5,109.69657448605062
154,500,10.173333333333334,5,133.63875289746187
154,505,10.236666666666666,5,157.85093086768404
154,510,10.3,5,181.98611601865491
154,515,10.363333333333333,5,205.83206037090321
154,520,10.426666666666666,5,229.26320155038252
154,525,10.49,5,252.20831851768929
154,530,10.553333333333333,5,274.62956719043939
154,535,10.616666666666667,5,296.50925247859584
154,540,10.68,5,317.841520435034
154,545,10.817499999999999,5,337.48010698939822
154,550,10.955,5,356.43532057388177
154,555,11.0925,5,374.71800627998067
154,560,11.23,5,392.33948361774395
154,565,11.3675,5,409.31086943394126
154,570,11.504999999999999,5,425.64274906265842
154,575,11.6425,5,441.3449924248788
154,580,11.78,5,456.42672236969469
154,585,11.9175,5,470.89630924118518
154,590,12.055,5,484.76143769082762
154,595,12.1925,5,498.0291680646468
154,600,12.33,5,510.70600655678464
154,605,12.52,5,521.85155880684908
154,610,12.71,5,532.36565501004213
154,615,12.9,5,542.25590654199004
154,620,13.09,5,551.52966777774714
154,625,13.28,5,560.19411084083788
154,630,13.469999999999999,5,568.25626473457635
154,635,13.66,5,575.72307471810734
154,640,13.85,5,582.6014383365582
154,645,14.04,5,588.89823744213368
154,650,14.23,5,594.62038016429676
154,655,14.42,5,599.77481663443382
154,660,14.61,5,604.36857355572988
154,665,14.783333333333333,5,609.21452115125851
154,670,14.956666666666667,5,613.53636474673328
154,675,15.129999999999999,5,617.33981147925908
154,680,15.303333333333333,5,620.63069421433488
154,685,15.476666666666667,5,623.41497835194696
154,690,15.65,5,625.69876795398295
154,695,15.823333333333334,5,627.4883192239422
154,700,15.996666666666668,5,628.79003912082032
154,705,16.17,5,629.61049624871418
154,710,16.343333333333334,5,629.95641800309238
154,715,16.51666666666667,5,629.8346983191833
154,720,16.69,5,629.25239379713241
154,725,16.826666666666668,5,629.57049403855501
154,730,16.963333333333335,5,629.45577940004171
154,735,17.1,5,628.91321352024011
154,740,17.236666666666668,5,627.94791586120255
154,745,17.373333333333335,5,626.56515806024333
154,750,17.509999999999998,5,624.77036499953488
154,755,17.646666666666665,5,622.56911105477059
154,760,17.78333333333333,5,619.9671193803872
154,765,17.919999999999998,5,616.97025816255689
154,770,18.056666666666665,5,613.58453828703261
154,775,18.19333333333333,5,609.81610943183364
154,780,18.33,5,605.67125673745772
154,785,18.43,5,602.53187854855662
154,790,18.529999999999998,5,599.02135746322506
154,795,18.63,5,595.14375764786791
154,800,18.73,5,590.90326758194885
154,805,18.83,5,586.30419387231188
154,810,18.93,5,581.35095948521405
154,815,19.03,5,576.04809651414507
154,820,19.13,5,570.40024194257262
154,825,19.23,5,564.41213385445019
154,830,19.330000000000002,5,558.08860167395494
154,835,19.43,5,551.43456419887332
154,840,19.53,5,544.45501769946225
154,845,19.55,5,537.15503360983814
154,850,19.57,5,529.53974471747085
154,855,19.59,5,521.6143423100068
154,860,19.61,5,513.38406113360998
154,865,19.63,5,504.85417117665139
154,870,19.65,5,496.02996933417097
154,875,19.67,5,486.91676050569743
154,880,19.69,5,477.51985190408436
154,885,19.71,5,467.84453029224676
154,890,19.73,5,457.89605431753353
154,895,19.75,5,447.67962814761637
154,900,19.77,5,437.20039117924858
154,905,19.66583333333333,5,426.46338867214763
154,910,19.561666666666667,5,415.47355173511625
154,915,19.4575,5,404.23567572016617
154,920,19.35333333333333,5,392.75438301106078
154,925,19.249166666666667,5,381.03410294471081
154,930,19.145,5,369.07902760512616
154,935,19.04083333333333,5,356.89308719707634
154,940,18.936666666666667,5,344.4799005817697
154,945,18.8325,5,331.84274766775434
154,950,18.72833333333333,5,318.98451957208107
154,955,18.624166666666667,5,305.90768602717282
154,960,18.52,5,292.6142698492398
154,965,18.35,5,279.34433860390715
154,970,18.18,5,265.83856353239418
154,975,18.009999999999998,5,252.09683327295423
154,980,17.84,5,238.11872771535732
154,985,17.67,5,223.9037225219223
154,990,17.5,5,209.45159667454666
154,995,17.33,5,194.7630929605437
154,1000,17.16,5,179.84104333383203
154,1005,16.990000000000002,5,164.69220712904666
154,1010,16.82,5,149.33022253109689
154,1015,16.65,5,133.78038275914179
154,1020,16.48,5,118.08720195028086
154,1025,16.330833333333334,5,102.32636988827059
154,1030,16.18166666666667,5,86.623162243406398
154,1035,16.0325,5,71.179843456643042
154,1040,15.883333333333333,5,56.313386038106664
154,1045,15.734166666666667,5,42.499323072090391
154,1050,15.585,5,30.401006979640858
154,1055,15.435833333333333,5,20.830537690012303
154,1060,15.286666666666667,5,14.553430372551409
154,1065,15.1375,5,11.622093603445043
154,1070,14.988333333333333,5,0.0
154,1075,14.839166666666666,5,0.0
154,1080,14.69,5,0.0
154,1085,14.605,5,0.0
154,1090,14.52,5,0.0
154,1095,14.434999999999999,5,0.0
154,1100,14.35,5,0.0
154,1105,14.265,5,0.0
154,1110,14.18,5,0.0
154,1115,14.094999999999999,5,0.0
154,1120,14.01,5,0.0
154,1125,13.925,5,0.0
154,1130,13.84,5,0.0
154,1135,13.754999999999999,5,0.0
154,1140,13.67,5,0.0
154,1145,13.6175,5,0.0
154,1150,13.565,5,0.0
154,1155,13.5125,5,0.0
154,1160,13.459999999999999,5,0.0
154,1165,13.407499999999999,5,0.0
154,1170,13.355,5,0.0
154,1175,13.3025,5,0.0
154,1180,13.25,5,0.0
154,1185,13.1975,5,0.0
154,1190,13.145,5,0.0
154,1195,13.0925,5,0.0
154,1200,13.04,5,0.0
154,1205,12.998333333333333,5,0.0
154,1210,12.956666666666665,5,0.0
154,1215,12.915,5,0.0
154,1220,12.873333333333333,5,0.0
154,1225,12.831666666666665,5,0.0
154,1230,12.79,5,0.0
154,1235,12.748333333333333,5,0.0
154,1240,12.706666666666665,5,0.0
154,1245,12.665,5,0.0
154,1250,12.623333333333333,5,0.0
154,1255,12.581666666666665,5,0.0
154,1260,12.54,5,0.0
154,1265,12.501666666666665,5,0.0
154,1270,12.463333333333333,5,0.0
154,1275,12.424999999999999,5,0.0
154,1280,12.386666666666667,5,0.0
154,1285,12.348333333333333,5,0.0
154,1290,12.309999999999999,5,0.0
154,1295,12.271666666666667,5,0.0
154,1300,12.233333333333333,5,0.0
154,1305,12.195,5,0.0
154,1310,12.156666666666666,5,0.0
154,1315,12.118333333333334,5,0.0
154,1320,12.08,5,0.0
154,1325,12.057500000000001,5,0.0
154,1330,12.035,5,0.0
154,1335,12.0125,5,0.0
154,1340,11.99,5,0.0
154,1345,11.967500000000001,5,0.0
154,1350,11.945,5,0.0
154,1355,11.9225,5,0.0
154,1360,11.9,5,0.0
154,1365,11.877500000000001,5,0.0
154,1370,11.855,5,0.0
154,1375,11.8325,5,0.0
154,1380,11.81,5,0.0
154,1385,11.848333333333334,5,0.0
154,1390,11.886666666666667,5,0.0
154,1395,11.925,5,0.0
154,1400,11.963333333333333,5,0.0
154,1405,12.001666666666667,5,0.0
154,1410,12.04,5,0.0
154,1415,12.078333333333333,5,0.0
154,1420,12.116666666666667,5,0.0
154,1425,12.155,5,0.0
154,1430,12.193333333333333,5,0.0
154,1435,12.231666666666666,5,0.0
155,0,12.27,6,0.0
155,5,12.205833333333333,6,0.0
155,10,12.141666666666666,6,0.0
155,15,12.0775,6,0.0
155,20,12.013333333333334,6,0.0
155,25,11.949166666666667,6,0.0
155,30,11.885,6,0.0
155,35,11.820833333333333,6,0.0
155,40,11.756666666666666,6,0.0
155,45,11.692499999999999,6,0.0
155,50,11.628333333333334,6,0.0
155,55,11.564166666666667,6,0.0
155,60,11.5,6,0.0
155,65,11.421666666666667,6,0.0
155,70,11.343333333333334,6,0.0
155,75,11.265,6,0.0
155,80,11.186666666666667,6,0.0
155,85,11.108333333333334,6,0.0
155,90,11.030000000000001,6,0.0
155,95,10.951666666666666,6,0.0
155,100,10.873333333333333,6,0.0
155,105,10.795,6,0.0
155,110,10.716666666666667,6,0.0
155,115,10.638333333333334,6,0.0
155,120,10.56,6,0.0
155,125,10.52,6,0.0
155,130,10.48,6,0.0
155,135,10.440000000000001,6,0.0
155,140,10.4,6,0.0
155,145,10.36,6,0.0
155,150,10.32,6,0.0
155,155,10.280000000000001,6,0.0
155,160,10.24,6,0.0
155,165,10.2,6,0.0
155,170,10.16,6,0.0
155,175,10.120000000000001,6,0.0
155,180,10.08,6,0.0
155,185,10.095833333333333,6,0.0
155,190,10.111666666666666,6,0.0
155,195,10.1275,6,0.0
155,200,10.143333333333333,6,0.0
155,205,10.159166666666666,6,0.0
155,210,10.175,6,0.0
155,215,10.190833333333334,6,0.0
155,220,10.206666666666667,6,0.0
155,225,10.2225,6,0.0
155,230,10.238333333333333,6,0.0
155,235,10.254166666666666,6,0.0
155,240,10.27,6,0.0
155,245,10.282499999999999,6,0.0
155,250,10.295,6,0.0
155,255,10.3075,6,0.0
155,260,10.32,6,0.0
155,265,10.3325,6,0.0
155,270,10.344999999999999,6,0.0
155,275,10.3575,6,0.0
155,280,10.37,6,0.0
155,285,10.3825,6,0.0
155,290,10.395,6,0.0
155,295,10.4075,6,0.0
155,300,10.42,6,0.0
155,305,10.428333333333333,6,0.0
155,310,10.436666666666667,6,0.0
155,315,10.445,6,0.0
155,320,10.453333333333333,6,0.0
155,325,10.461666666666666,6,0.0
155,330,10.469999999999999,6,0.0
155,335,10.478333333333333,6,0.0
155,340,10.486666666666666,6,0.0
155,345,10.495,6,0.0
155,350,10.503333333333334,6,0.0
155,355,10.511666666666667,6,0.0
155,360,10.52,6,0.0
155,365,10.54,6,0.0
155,370,10.559999999999999,6,0.0
155,375,10.58,6,0.0
155,380,10.6,6,0.0
155,385,10.62,6,0.0
155,390,10.64,6,0.0
155,395,10.66,6,0.0
155,400,10.68,6,0.0
155,405,10.7,6,0.0
155,410,10.719999999999999,6,0.0
155,415,10.74,6,0.0
155,420,10.76,6,0.0
155,425,10.7975,6,0.0
155,430,10.835,6,0.0
155,435,10.8725,6,0.0
155,440,10.91,6,0.0
155,445,10.9475,6,0.0
155,450,10.985,6,0.0
155,455,11.0225,6,0.0
155,460,11.06,6,0.0
155,465,11.0975,6,8.1463416957698609
155,470,11.135000000000002,6,10.03552000497988
155,475,11.172500000000001,6,13.974128913038058
155,480,11.21,6,20.437528190456824
155,485,11.280833333333334,6,28.939636797990289
155,490,11.351666666666667,6,38.850526596584643
155,495,11.422500000000001,6,49.644738331881861
155,500,11.493333333333334,6,60.935829482516624
155,505,11.564166666666667,6,72.462519654589528
155,510,11.635000000000002,6,84.056688458696584
155,515,11.705833333333334,6,95.613645877881865
155,520,11.776666666666667,6,107.06987835670273
155,525,11.8475,6,118.38788425260857
155,530,11.918333333333333,6,129.5462603480714
155,535,11.989166666666668,6,140.53340342262851
155,540,12.06,6,151.34352933066637
155,545,12.191666666666666,6,162.16428399637812
155,550,12.323333333333334,6,172.82855858971314
155,555,12.455,6,183.33582083581811
155,560,12.586666666666668,6,193.6858674737577
155,565,12.718333333333334,6,203.8784804891647
155,570,12.850000000000001,6,213.91324859876511
155,575,12.981666666666667,6,223.7894579539996
155,580,13.113333333333333,6,233.50605843597046
155,585,13.245000000000001,6,243.06164380498717
155,590,13.376666666666667,6,252.45446994698352
155,595,13.508333333333335,6,261.68247214604224
155,600,13.64,6,270.74328856968299
155,605,13.816666666666666,6,280.2632868409122
155,610,13.993333333333334,6,289.64547451000306
155,615,14.17,6,298.88525926067223
155,620,14.346666666666668,6,307.97785667701152
155,625,14.523333333333333,6,316.91832209355107
155,630,14.7,6,325.70156473295361
155,635,14.876666666666667,6,334.32237498945403
155,640,15.053333333333333,6,342.7754402785859
155,645,15.23,6,351.05535984326934
155,650,15.406666666666666,6,359.15666686913812
155,655,15.583333333333334,6,367.07383630065488
155,660,15.76,6,374.80130502534951
155,665,15.925833333333333,6,381.93150987294462
155,670,16.091666666666665,6,388.84967865512931
155,675,16.2575,6,395.55101083529752
155,680,16.423333333333332,6,402.03071766699173
155,685,16.589166666666667,6,408.28402893390171
155,690,16.755,6,414.30619960819394
155,695,16.920833333333334,6,420.0925218097579
155,700,17.086666666666666,6,425.63832737568498
155,705,17.2525,6,430.93899893463532
155,710,17.418333333333333,6,435.98997207526662
155,715,17.58416666666667,6,440.78674499740561
155,720,17.75,6,445.32488044243621
155,725,17.886666666666667,6,448.24871898063401
155,730,18.023333333333333,6,450.89205836489623
155,735,18.16,6,453.2532756216051
155,740,18.296666666666667,6,455.3308415991782
155,745,18.433333333333334,6,457.12332131366367
155,750,18.57,6,458.62937777155474
155,755,18.706666666666667,6,459.84777232490183
155,760,18.843333333333334,6,460.77736729677827
155,765,18.98,6,461.41712638991072
155,770,19.116666666666667,6,461.76611617362244
155,775,19.253333333333334,6,461.82350639570672
155,780,19.39,6,461.58857072365782
155,785,19.490000000000002,6,460.60290063993466
155,790,19.59,6,459.32630089036093
155,795,19.69,6,457.75922165312909
155,800,19.79,6,455.90221421039496
155,805,19.89,6,453.75592772206772
155,810,19.990000000000002,6,451.32110935295907
155,815,20.09,6,448.59860015833715
155,820,20.19,6,445.58933321075534
155,825,20.29,6,442.29433204738461
155,830,20.39,6,438.71470439575666
155,835,20.49,6,434.85164190918624
155,840,20.59,6,430.7064120411751
155,845,20.618333333333332,6,427.12770364779169
155,850,20.64666666666667,6,423.25087154131165
155,855,20.675,6,419.07573008236199
155,860,20.703333333333333,6,414.60215864093675
155,865,20.731666666666666,6,409.83009623040823
155,870,20.759999999999998,6,404.75953585049143
155,875,20.788333333333334,6,399.390509966835
155,880,20.816666666666666,6,393.72308639326394
155,885,20.845,6,387.75734988171354
155,890,20.873333333333335,6,381.49339567980809
155,895,20.901666666666667,6,374.93130721400166
155,900,20.93,6,368.07114657183592
155,905,20.855833333333333,6,362.31160734149103
155,910,20.781666666666666,6,356.19086877647794
155,915,20.7075,6,349.70570373652976
155,920,20.633333333333333,6,342.85278295925963
155,925,20.559166666666666,6,335.62865088909018
155,930,20.485,6,328.02967891592147
155,935,20.410833333333333,6,320.05203383237938
155,940,20.336666666666666,6,311.69162236838741
155,945,20.2625,6,302.94405298944793
155,950,20.188333333333333,6,293.80457554691156
